grade_id,student_id,course_code,grade,letter_grade,semester,exam_date
GRD001352,STU000298,BA101,42.97,F,Spring 2024,2024-12-02
GRD001353,STU000299,BA301,78.12,C,Spring 2024,2025-03-14
GRD001354,STU000299,CS201,81.39,B,Spring 2025,2025-04-04
GRD001355,STU000299,MA101,61.35,D,Spring 2025,2025-01-17
GRD001356,STU000299,BA101,31.13,F,Fall 2024,2025-06-08
GRD001357,STU000299,CS301,61.81,D,Fall 2023,2025-01-12
GRD001358,STU000300,BA301,75.88,C,Fall 2023,2025-04-02
GRD001359,STU000300,CS401,47.82,F,Spring 2024,2025-11-01
GRD001360,STU000300,MA101,72.75,C,Fall 2024,2025-01-22
GRD001361,STU000300,BA201,69.77,D,Spring 2025,2025-06-21
GRD001362,STU000300,EN201,78.69,C,Fall 2024,2025-04-29
GRD001363,STU000300,EN101,71.79,C,Fall 2023,2025-09-21
GRD001364,STU000301,BA201,55.4,F,Spring 2024,2025-10-12
GRD001365,STU000301,BA301,87.95,B,Spring 2024,2024-12-17
GRD001366,STU000301,CS301,67.62,D,Fall 2024,2025-05-12
GRD001367,STU000301,PH101,69.59,D,Spring 2024,2025-06-11
GRD001368,STU000302,CS101,56.0,F,Fall 2024,2025-08-01
GRD001369,STU000302,BA201,63.35,D,Spring 2025,2025-02-01
GRD001370,STU000302,PH101,56.73,F,Fall 2024,2025-07-22
GRD001371,STU000303,BA301,67.41,D,Spring 2024,2025-02-22
GRD001372,STU000303,BA101,95.68,A,Spring 2024,2025-09-27
GRD001373,STU000303,MA101,49.42,F,Fall 2024,2025-01-11
GRD001374,STU000304,MA101,45.8,F,Spring 2025,2025-06-09
GRD001375,STU000304,MA201,92.07,A,Fall 2024,2025-08-09
GRD001376,STU000304,BA301,66.86,D,Spring 2024,2025-10-24
GRD001377,STU000305,EN101,59.96,F,Spring 2025,2025-08-23
GRD001378,STU000305,CS101,85.6,B,Fall 2024,2025-01-20
GRD001379,STU000305,BA101,60.92,D,Spring 2025,2025-07-20
GRD001380,STU000305,BA301,97.39,A,Fall 2023,2025-06-26
GRD001381,STU000305,CS201,80.17,B,Fall 2023,2024-12-24
GRD001382,STU000305,MA201,62.68,D,Fall 2023,2025-03-27
GRD001383,STU000306,CS301,100.0,A,Fall 2024,2024-12-23
GRD001384,STU000306,BA301,60.91,D,Fall 2023,2025-10-14
GRD001385,STU000306,CS101,81.13,B,Spring 2025,2025-10-01
GRD001386,STU000306,EN201,74.49,C,Spring 2025,2025-06-17
GRD001387,STU000306,MA101,89.53,B,Fall 2024,2025-06-09
GRD001388,STU000307,BA301,93.42,A,Fall 2023,2025-05-01
GRD001389,STU000307,CS201,70.48,C,Fall 2024,2024-11-27
GRD001390,STU000307,EN201,58.7,F,Spring 2025,2025-03-11
GRD001391,STU000307,BA201,76.9,C,Fall 2023,2025-05-11
GRD001392,STU000307,EN101,59.83,F,Fall 2023,2025-11-04
GRD001393,STU000308,CS101,100.0,A,Fall 2024,2024-12-01
GRD001394,STU000308,PH101,72.05,C,Spring 2025,2025-07-26
GRD001395,STU000308,CS301,64.52,D,Spring 2024,2025-10-04
GRD001396,STU000308,CS201,72.77,C,Spring 2024,2025-05-14
GRD001397,STU000309,PH101,49.79,F,Fall 2023,2025-09-23
GRD001398,STU000309,CS101,55.43,F,Fall 2023,2025-06-16
GRD001399,STU000309,BA101,88.01,B,Fall 2023,2025-07-06
GRD001400,STU000310,PH101,60.15,D,Spring 2024,2025-01-24
GRD001401,STU000310,MA101,54.3,F,Spring 2025,2025-09-18
GRD001402,STU000310,BA301,78.05,C,Spring 2024,2025-06-08
GRD001403,STU000310,BA101,87.79,B,Spring 2024,2025-01-23
GRD001404,STU000310,CS301,80.78,B,Spring 2025,2024-12-27
GRD001405,STU000311,MA201,84.94,B,Spring 2025,2024-12-15
GRD001406,STU000311,CS201,58.65,F,Spring 2025,2025-06-28
GRD001407,STU000311,EN201,48.67,F,Fall 2024,2025-03-16
GRD001408,STU000311,MA101,92.52,A,Spring 2024,2025-10-02
GRD001409,STU000311,CS401,65.16,D,Fall 2024,2025-06-20
GRD001410,STU000311,BA101,66.24,D,Fall 2023,2025-05-22
GRD001411,STU000312,MA201,89.92,B,Fall 2023,2025-03-10
GRD001412,STU000312,PH101,78.34,C,Fall 2023,2025-08-02
GRD001413,STU000312,CS401,76.84,C,Fall 2023,2024-12-10
GRD001414,STU000312,CS201,100.0,A,Spring 2024,2025-03-24
GRD001415,STU000313,CS401,60.35,D,Fall 2024,2025-06-12
GRD001416,STU000313,EN101,83.92,B,Spring 2025,2024-12-18
GRD001417,STU000313,CS201,70.86,C,Spring 2024,2025-03-05
GRD001418,STU000313,BA201,74.03,C,Fall 2023,2025-09-13
GRD001419,STU000313,PH101,92.93,A,Spring 2024,2025-05-16
GRD001420,STU000313,BA301,77.62,C,Spring 2025,2025-04-01
GRD001421,STU000314,BA301,78.07,C,Spring 2025,2025-08-26
GRD001422,STU000314,CS401,86.09,B,Fall 2024,2025-01-27
GRD001423,STU000314,CS201,64.53,D,Fall 2023,2025-09-04
GRD001424,STU000314,BA101,57.41,F,Spring 2025,2025-09-25
GRD001425,STU000315,CS401,54.33,F,Spring 2024,2025-07-05
GRD001426,STU000315,CS101,40.5,F,Fall 2023,2025-03-20
GRD001427,STU000315,EN101,100.0,A,Spring 2025,2025-05-22
GRD001428,STU000316,CS201,53.45,F,Spring 2024,2025-09-02
GRD001429,STU000316,EN201,66.68,D,Spring 2025,2025-03-06
GRD001430,STU000316,PH101,65.85,D,Spring 2025,2025-03-03
GRD001431,STU000316,BA201,74.61,C,Fall 2024,2025-10-22
GRD001432,STU000316,BA301,82.24,B,Spring 2025,2025-07-02
GRD001433,STU000317,CS201,82.91,B,Fall 2024,2025-08-14
GRD001434,STU000317,CS101,61.25,D,Spring 2025,2025-08-20
GRD001435,STU000317,BA301,67.49,D,Fall 2024,2025-02-20
GRD001436,STU000317,MA101,74.24,C,Spring 2025,2025-02-26
GRD001437,STU000317,CS401,66.27,D,Spring 2025,2025-09-24
GRD001438,STU000318,MA201,94.11,A,Spring 2024,2025-09-21
GRD001439,STU000318,CS401,77.36,C,Fall 2023,2025-10-31
GRD001440,STU000318,CS201,81.02,B,Fall 2024,2025-07-19
GRD001441,STU000319,EN201,79.94,C,Spring 2024,2025-01-05
GRD001442,STU000319,CS201,87.6,B,Spring 2025,2025-05-02
GRD001443,STU000319,BA101,72.72,C,Spring 2025,2025-09-28
GRD001444,STU000320,PH101,50.55,F,Spring 2024,2025-08-06
GRD001445,STU000320,BA101,76.0,C,Fall 2024,2024-12-27
GRD001446,STU000320,EN101,60.23,D,Fall 2024,2024-11-22
GRD001447,STU000320,CS401,62.07,D,Fall 2024,2025-11-17
GRD001448,STU000321,CS301,78.8,C,Spring 2025,2025-06-15
GRD001449,STU000321,EN201,88.57,B,Spring 2024,2025-08-23
GRD001450,STU000321,MA101,70.32,C,Fall 2024,2024-12-05
GRD001451,STU000322,CS301,74.63,C,Spring 2025,2025-09-07
GRD001452,STU000322,PH101,95.53,A,Fall 2023,2024-12-12
GRD001453,STU000322,BA201,73.61,C,Spring 2025,2025-04-13
GRD001454,STU000323,CS101,100.0,A,Fall 2023,2025-01-18
GRD001455,STU000323,CS301,78.48,C,Fall 2024,2025-03-21
GRD001456,STU000323,BA101,43.59,F,Fall 2023,2025-03-13
GRD001457,STU000323,CS201,81.3,B,Spring 2024,2025-03-22
GRD001458,STU000323,MA201,75.72,C,Fall 2023,2025-10-26
GRD001459,STU000324,MA101,89.35,B,Spring 2024,2025-02-23
GRD001460,STU000324,MA201,80.1,B,Spring 2024,2025-09-04
GRD001461,STU000324,BA101,67.92,D,Fall 2023,2025-09-28
GRD001462,STU000325,PH101,51.64,F,Fall 2024,2024-12-14
GRD001463,STU000325,BA201,66.86,D,Spring 2025,2025-07-12
GRD001464,STU000325,EN101,57.24,F,Fall 2024,2025-03-29
GRD001465,STU000325,MA101,61.29,D,Fall 2023,2025-05-22
GRD001466,STU000325,MA201,78.83,C,Fall 2024,2024-11-20
GRD001467,STU000326,EN201,95.05,A,Fall 2024,2024-12-02
GRD001468,STU000326,MA201,75.92,C,Fall 2023,2025-09-04
GRD001469,STU000326,MA101,52.06,F,Spring 2025,2025-07-29
GRD001470,STU000326,EN101,76.67,C,Spring 2024,2025-05-20
GRD001471,STU000326,CS201,87.95,B,Spring 2025,2025-11-03
GRD001472,STU000327,MA101,60.85,D,Fall 2023,2025-08-11
GRD001473,STU000327,BA301,67.99,D,Spring 2025,2024-12-26
GRD001474,STU000327,BA201,70.22,C,Fall 2023,2025-07-01
GRD001475,STU000327,CS401,58.23,F,Spring 2025,2025-02-22
GRD001476,STU000328,BA101,79.72,C,Spring 2025,2025-01-21
GRD001477,STU000328,MA201,68.19,D,Spring 2025,2025-06-30
GRD001478,STU000328,BA201,76.29,C,Fall 2024,2025-08-13
GRD001479,STU000328,MA101,56.69,F,Fall 2023,2025-01-26
GRD001480,STU000329,MA101,63.44,D,Fall 2024,2025-09-23
GRD001481,STU000329,CS201,80.84,B,Fall 2023,2025-03-08
GRD001482,STU000329,BA301,64.41,D,Spring 2024,2025-03-25
GRD001483,STU000329,EN101,95.9,A,Spring 2024,2025-02-24
GRD001484,STU000329,BA201,64.01,D,Fall 2024,2025-01-03
GRD001485,STU000330,BA101,73.37,C,Fall 2024,2025-11-11
GRD001486,STU000330,EN101,83.99,B,Spring 2025,2025-10-29
GRD001487,STU000330,PH101,48.72,F,Spring 2024,2025-06-27
GRD001488,STU000330,CS201,43.59,F,Fall 2023,2025-10-22
GRD001489,STU000331,BA101,47.12,F,Fall 2024,2025-09-09
GRD001490,STU000331,CS101,88.94,B,Fall 2024,2025-06-26
GRD001491,STU000331,BA301,61.72,D,Spring 2024,2025-10-05
GRD001492,STU000331,BA201,100.0,A,Fall 2024,2025-09-06
GRD001493,STU000331,MA201,61.54,D,Spring 2024,2025-04-11
GRD001494,STU000331,EN101,72.77,C,Fall 2023,2025-06-23
GRD001495,STU000332,CS101,93.13,A,Spring 2025,2025-04-16
GRD001496,STU000332,EN101,100.0,A,Spring 2025,2025-09-29
GRD001497,STU000332,BA201,100.0,A,Fall 2024,2025-06-17
GRD001498,STU000332,CS401,88.13,B,Fall 2024,2025-08-22
GRD001499,STU000333,MA201,85.36,B,Spring 2024,2025-04-19
GRD001500,STU000333,BA201,78.89,C,Spring 2024,2025-06-17
GRD001501,STU000333,MA101,81.68,B,Fall 2024,2025-10-06
GRD001502,STU000333,CS301,61.73,D,Fall 2024,2025-02-01
GRD001503,STU000333,CS401,57.73,F,Spring 2025,2025-02-12
GRD001504,STU000333,EN201,69.95,D,Spring 2024,2025-05-10
GRD001505,STU000334,CS201,67.45,D,Fall 2024,2025-03-24
GRD001506,STU000334,CS301,63.2,D,Fall 2024,2025-04-14
GRD001507,STU000334,EN201,80.45,B,Spring 2025,2025-04-17
GRD001508,STU000334,EN101,84.33,B,Spring 2025,2025-03-27
GRD001509,STU000334,BA201,71.33,C,Fall 2023,2025-02-05
GRD001510,STU000334,BA101,92.16,A,Fall 2023,2025-04-17
GRD001511,STU000335,CS301,52.87,F,Spring 2024,2025-01-25
GRD001512,STU000335,MA101,67.1,D,Fall 2024,2025-09-14
GRD001513,STU000335,BA101,59.25,F,Fall 2024,2025-10-22
GRD001514,STU000336,CS301,42.0,F,Fall 2023,2025-10-06
GRD001515,STU000336,BA301,68.76,D,Fall 2023,2025-07-03
GRD001516,STU000336,CS101,68.17,D,Fall 2023,2025-06-01
GRD001517,STU000336,EN101,92.7,A,Fall 2023,2025-06-23
GRD001518,STU000336,EN201,79.46,C,Spring 2025,2024-11-30
GRD001519,STU000336,MA201,54.64,F,Fall 2024,2025-10-18
GRD001520,STU000337,PH101,97.81,A,Fall 2023,2024-11-24
GRD001521,STU000337,MA101,88.32,B,Spring 2024,2025-02-27
GRD001522,STU000337,EN201,78.73,C,Spring 2024,2025-02-04
GRD001523,STU000338,CS301,66.6,D,Fall 2023,2025-03-15
GRD001524,STU000338,CS401,55.61,F,Spring 2024,2025-09-21
GRD001525,STU000338,PH101,64.42,D,Fall 2023,2025-11-18
GRD001526,STU000338,BA101,86.33,B,Spring 2024,2025-01-13
GRD001527,STU000338,EN201,98.27,A,Fall 2023,2025-02-25
GRD001528,STU000338,BA201,93.15,A,Fall 2023,2025-07-15
GRD001529,STU000339,CS201,62.67,D,Spring 2025,2025-05-02
GRD001530,STU000339,EN101,53.21,F,Fall 2023,2025-09-17
GRD001531,STU000339,CS101,72.11,C,Fall 2024,2025-04-25
GRD001532,STU000339,EN201,43.47,F,Spring 2025,2025-08-16
GRD001533,STU000340,EN201,74.85,C,Fall 2023,2025-04-11
GRD001534,STU000340,BA101,67.79,D,Spring 2024,2024-12-28
GRD001535,STU000340,MA101,63.01,D,Fall 2023,2025-08-16
GRD001536,STU000340,EN101,46.08,F,Spring 2024,2024-12-17
GRD001537,STU000341,CS301,77.7,C,Spring 2025,2025-03-18
GRD001538,STU000341,EN201,62.01,D,Fall 2024,2025-06-23
GRD001539,STU000341,MA201,52.45,F,Fall 2023,2025-01-21
GRD001540,STU000341,CS401,26.92,F,Spring 2025,2025-05-14
GRD001541,STU000342,BA301,69.59,D,Spring 2025,2025-09-04
GRD001542,STU000342,PH101,96.58,A,Fall 2023,2025-06-26
GRD001543,STU000342,CS201,94.92,A,Spring 2025,2025-09-18
GRD001544,STU000342,EN101,63.14,D,Spring 2025,2025-11-13
GRD001545,STU000342,MA201,60.97,D,Fall 2024,2025-11-01
GRD001546,STU000343,CS101,77.03,C,Fall 2023,2025-08-29
GRD001547,STU000343,BA201,55.02,F,Fall 2024,2025-03-07
GRD001548,STU000343,CS301,74.53,C,Spring 2024,2025-05-24
GRD001549,STU000343,EN101,81.49,B,Spring 2025,2025-03-01
GRD001550,STU000343,EN201,88.4,B,Fall 2023,2025-08-21
GRD001551,STU000343,MA101,68.5,D,Spring 2024,2025-05-22
GRD001552,STU000344,EN101,66.94,D,Fall 2023,2024-12-23
GRD001553,STU000344,CS301,56.83,F,Spring 2025,2025-05-10
GRD001554,STU000344,BA101,57.6,F,Spring 2025,2025-01-12
GRD001555,STU000344,MA101,66.6,D,Spring 2024,2025-01-28
GRD001556,STU000344,BA301,75.51,C,Fall 2024,2025-09-13
GRD001557,STU000345,MA101,83.7,B,Fall 2023,2025-11-03
GRD001558,STU000345,PH101,57.95,F,Spring 2024,2025-07-23
GRD001559,STU000345,BA201,92.39,A,Fall 2023,2024-12-13
GRD001560,STU000345,BA301,65.93,D,Fall 2023,2025-03-08
GRD001561,STU000345,CS201,69.68,D,Spring 2025,2025-06-06
GRD001562,STU000346,PH101,58.79,F,Spring 2025,2025-04-17
GRD001563,STU000346,CS401,33.64,F,Fall 2023,2025-10-18
GRD001564,STU000346,CS201,83.26,B,Fall 2024,2025-09-21
GRD001565,STU000346,CS301,81.05,B,Fall 2023,2025-10-12
GRD001566,STU000347,BA201,65.78,D,Spring 2025,2025-05-09
GRD001567,STU000347,MA101,71.0,C,Spring 2024,2024-12-27
GRD001568,STU000347,CS101,77.74,C,Spring 2024,2025-08-10
GRD001569,STU000347,CS301,46.56,F,Fall 2024,2025-03-12
GRD001570,STU000347,PH101,62.06,D,Spring 2025,2024-12-06
GRD001571,STU000347,MA201,81.91,B,Fall 2024,2025-07-26
GRD001572,STU000348,PH101,51.19,F,Spring 2024,2025-10-05
GRD001573,STU000348,CS301,74.4,C,Fall 2023,2024-12-31
GRD001574,STU000348,BA301,49.65,F,Fall 2023,2025-08-06
GRD001575,STU000348,EN201,77.0,C,Fall 2023,2025-09-08
GRD001576,STU000349,BA201,69.47,D,Fall 2023,2025-05-28
GRD001577,STU000349,BA301,45.77,F,Spring 2024,2024-12-04
GRD001578,STU000349,MA101,87.47,B,Spring 2025,2025-08-13
GRD001579,STU000350,MA101,58.98,F,Fall 2024,2025-01-06
GRD001580,STU000350,EN101,57.85,F,Spring 2024,2025-10-15
GRD001581,STU000350,EN201,73.01,C,Spring 2025,2025-04-14
GRD001582,STU000350,BA201,87.23,B,Spring 2025,2025-10-13
GRD001583,STU000351,CS301,54.76,F,Fall 2023,2025-09-19
GRD001584,STU000351,EN201,70.93,C,Spring 2025,2025-07-23
GRD001585,STU000351,BA101,76.43,C,Fall 2023,2025-01-15
GRD001586,STU000352,CS101,80.4,B,Fall 2024,2025-10-15
GRD001587,STU000352,CS401,72.65,C,Spring 2024,2025-06-24
GRD001588,STU000352,BA101,64.49,D,Fall 2023,2025-02-18
GRD001589,STU000352,MA101,57.59,F,Spring 2024,2025-02-26
GRD001590,STU000352,BA301,71.29,C,Fall 2024,2025-04-28
GRD001591,STU000353,EN201,53.92,F,Spring 2025,2025-07-07
GRD001592,STU000353,CS201,26.18,F,Fall 2023,2025-11-02
GRD001593,STU000353,MA101,76.55,C,Fall 2024,2025-04-17
GRD001594,STU000354,CS401,83.56,B,Fall 2024,2024-12-14
GRD001595,STU000354,BA201,34.56,F,Fall 2023,2025-07-21
GRD001596,STU000354,CS101,54.85,F,Spring 2025,2025-10-12
GRD001597,STU000354,CS301,79.29,C,Fall 2023,2025-05-25
GRD001598,STU000354,PH101,100.0,A,Fall 2023,2025-04-19
GRD001599,STU000355,EN201,70.31,C,Fall 2024,2025-10-28
GRD001600,STU000355,EN101,59.08,F,Fall 2023,2025-10-31
GRD001601,STU000355,CS301,67.26,D,Spring 2025,2025-03-04
GRD001602,STU000356,MA201,90.62,A,Fall 2024,2025-07-25
GRD001603,STU000356,BA201,60.31,D,Fall 2023,2025-10-21
GRD001604,STU000356,BA301,58.01,F,Fall 2023,2025-08-10
GRD001605,STU000356,EN101,62.76,D,Spring 2025,2024-12-04
GRD001606,STU000357,EN201,55.7,F,Spring 2025,2025-05-09
GRD001607,STU000357,EN101,71.84,C,Spring 2024,2025-04-12
GRD001608,STU000357,CS101,94.37,A,Spring 2025,2025-02-10
GRD001609,STU000358,CS201,74.85,C,Fall 2024,2025-08-11
GRD001610,STU000358,EN101,66.21,D,Fall 2024,2025-04-09
GRD001611,STU000358,PH101,65.62,D,Fall 2023,2025-07-20
GRD001612,STU000358,BA201,46.55,F,Spring 2024,2025-10-02
GRD001613,STU000359,CS401,83.25,B,Fall 2023,2025-11-11
GRD001614,STU000359,BA301,68.83,D,Spring 2024,2025-10-20
GRD001615,STU000359,EN201,67.29,D,Fall 2023,2025-10-20
GRD001616,STU000360,EN101,100.0,A,Fall 2024,2025-05-23
GRD001617,STU000360,CS301,74.48,C,Spring 2024,2025-06-22
GRD001618,STU000360,BA101,58.72,F,Spring 2024,2025-01-12
GRD001619,STU000360,CS101,63.6,D,Spring 2025,2025-03-18
GRD001620,STU000361,MA201,87.23,B,Fall 2024,2025-02-13
GRD001621,STU000361,CS201,71.7,C,Spring 2024,2025-03-10
GRD001622,STU000361,PH101,48.43,F,Fall 2024,2025-07-29
GRD001623,STU000362,PH101,83.79,B,Spring 2024,2025-02-22
GRD001624,STU000362,BA101,59.98,F,Fall 2024,2025-06-08
GRD001625,STU000362,BA201,98.1,A,Fall 2023,2025-10-22
GRD001626,STU000362,EN201,86.2,B,Fall 2024,2025-04-22
GRD001627,STU000362,MA201,63.29,D,Spring 2025,2025-06-28
GRD001628,STU000362,BA301,89.22,B,Fall 2023,2025-08-06
GRD001629,STU000363,EN201,71.02,C,Spring 2024,2025-09-17
GRD001630,STU000363,CS401,82.79,B,Fall 2024,2025-09-07
GRD001631,STU000363,BA101,77.27,C,Fall 2023,2025-07-21
GRD001632,STU000363,PH101,57.3,F,Spring 2025,2024-12-21
GRD001633,STU000364,CS201,60.35,D,Spring 2025,2025-06-18
GRD001634,STU000364,CS101,85.45,B,Fall 2023,2025-10-19
GRD001635,STU000364,EN101,64.98,D,Fall 2024,2025-01-10
GRD001636,STU000364,MA201,63.95,D,Spring 2025,2025-03-10
GRD001637,STU000364,BA101,55.67,F,Fall 2023,2025-05-07
GRD001638,STU000364,CS301,76.35,C,Spring 2025,2025-04-05
GRD001639,STU000365,CS401,100.0,A,Spring 2024,2024-12-16
GRD001640,STU000365,PH101,53.99,F,Spring 2025,2025-02-19
GRD001641,STU000365,BA301,70.36,C,Fall 2023,2024-12-15
GRD001642,STU000366,CS101,91.18,A,Fall 2024,2025-01-20
GRD001643,STU000366,EN201,68.81,D,Spring 2024,2025-11-04
GRD001644,STU000366,BA201,76.79,C,Fall 2024,2025-01-04
GRD001645,STU000366,PH101,54.06,F,Spring 2025,2025-04-14
GRD001646,STU000366,MA101,76.42,C,Fall 2023,2025-09-24
GRD001647,STU000367,PH101,67.19,D,Fall 2024,2025-08-27
GRD001648,STU000367,MA201,84.79,B,Spring 2025,2025-03-24
GRD001649,STU000367,BA101,87.81,B,Spring 2024,2025-09-12
GRD001650,STU000367,EN201,100.0,A,Fall 2023,2025-06-28
GRD001651,STU000367,EN101,78.69,C,Fall 2024,2025-10-06
GRD001652,STU000367,CS401,74.89,C,Spring 2024,2025-02-14
GRD001653,STU000368,BA201,72.92,C,Fall 2024,2025-07-04
GRD001654,STU000368,MA101,64.7,D,Fall 2024,2024-12-19
GRD001655,STU000368,BA301,75.08,C,Fall 2023,2025-09-16
GRD001656,STU000368,CS101,65.57,D,Fall 2024,2025-01-31
GRD001657,STU000368,BA101,72.53,C,Fall 2024,2025-07-06
GRD001658,STU000369,EN101,89.76,B,Fall 2023,2025-03-25
GRD001659,STU000369,PH101,54.9,F,Fall 2023,2025-05-19
GRD001660,STU000369,CS101,87.1,B,Spring 2025,2024-12-27
GRD001661,STU000369,MA201,89.76,B,Spring 2024,2025-04-23
GRD001662,STU000370,MA101,68.23,D,Fall 2024,2025-10-17
GRD001663,STU000370,CS201,38.17,F,Spring 2025,2025-08-18
GRD001664,STU000370,BA101,60.88,D,Fall 2024,2025-06-30
GRD001665,STU000371,EN101,89.45,B,Fall 2023,2025-07-22
GRD001666,STU000371,CS301,69.66,D,Fall 2023,2024-12-18
GRD001667,STU000371,CS401,55.01,F,Fall 2023,2025-08-16
GRD001668,STU000371,MA201,62.43,D,Spring 2025,2025-01-26
GRD001669,STU000371,EN201,82.61,B,Fall 2024,2025-10-28
GRD001670,STU000372,CS101,78.2,C,Fall 2024,2025-02-15
GRD001671,STU000372,BA101,66.42,D,Fall 2023,2025-01-15
GRD001672,STU000372,MA201,64.5,D,Spring 2024,2025-05-23
GRD001673,STU000372,PH101,64.12,D,Fall 2023,2025-10-10
GRD001674,STU000373,CS201,56.16,F,Fall 2024,2024-12-05
GRD001675,STU000373,EN201,94.23,A,Spring 2025,2025-10-13
GRD001676,STU000373,PH101,65.17,D,Spring 2025,2025-06-27
GRD001677,STU000373,CS401,88.26,B,Spring 2024,2025-11-06
GRD001678,STU000373,MA201,92.82,A,Fall 2024,2025-01-12
GRD001679,STU000373,CS301,84.97,B,Fall 2024,2025-05-31
GRD001680,STU000374,MA201,63.53,D,Fall 2024,2025-10-27
GRD001681,STU000374,BA201,76.06,C,Fall 2024,2025-09-03
GRD001682,STU000374,EN101,69.64,D,Fall 2023,2025-09-25
GRD001683,STU000374,BA101,56.44,F,Spring 2024,2025-06-11
GRD001684,STU000374,CS101,74.87,C,Fall 2024,2025-07-31
GRD001685,STU000374,CS201,52.31,F,Spring 2025,2025-01-24
GRD001686,STU000375,MA201,87.82,B,Fall 2023,2025-10-10
GRD001687,STU000375,CS301,63.03,D,Spring 2024,2025-02-02
GRD001688,STU000375,BA301,73.02,C,Spring 2025,2025-02-16
GRD001689,STU000376,EN201,74.25,C,Spring 2025,2024-12-16
GRD001690,STU000376,CS101,66.12,D,Spring 2025,2025-06-09
GRD001691,STU000376,MA101,78.8,C,Fall 2024,2025-08-11
GRD001692,STU000377,CS401,62.88,D,Spring 2025,2025-06-10
GRD001693,STU000377,BA201,83.07,B,Fall 2023,2024-11-29
GRD001694,STU000377,PH101,49.81,F,Spring 2024,2025-04-05
GRD001695,STU000377,MA201,71.9,C,Spring 2025,2025-05-17
GRD001696,STU000377,MA101,99.08,A,Fall 2023,2025-05-22
GRD001697,STU000378,BA201,55.0,F,Spring 2024,2025-04-03
GRD001698,STU000378,MA201,59.83,F,Spring 2025,2025-07-24
GRD001699,STU000378,EN101,77.71,C,Spring 2024,2025-02-16
GRD001700,STU000379,BA301,72.69,C,Fall 2024,2025-06-25
GRD001701,STU000379,MA201,75.26,C,Fall 2024,2025-06-11
GRD001702,STU000379,MA101,77.34,C,Fall 2023,2025-10-08
GRD001703,STU000379,CS301,79.52,C,Spring 2025,2025-04-17
GRD001704,STU000380,MA101,86.65,B,Spring 2025,2025-11-11
GRD001705,STU000380,EN101,76.15,C,Spring 2024,2025-09-18
GRD001706,STU000380,CS401,66.38,D,Spring 2025,2025-07-07
GRD001707,STU000380,CS301,80.09,B,Spring 2025,2025-09-28
GRD001708,STU000381,CS101,98.5,A,Fall 2023,2025-09-12
GRD001709,STU000381,BA301,68.01,D,Spring 2025,2025-04-16
GRD001710,STU000381,PH101,55.38,F,Fall 2024,2025-09-14
GRD001711,STU000381,CS301,86.61,B,Spring 2025,2024-11-27
GRD001712,STU000382,PH101,68.19,D,Fall 2024,2025-01-20
GRD001713,STU000382,BA101,37.41,F,Fall 2023,2025-10-26
GRD001714,STU000382,CS201,82.71,B,Fall 2023,2025-05-21
GRD001715,STU000382,BA201,61.97,D,Spring 2025,2025-04-23
GRD001716,STU000383,PH101,68.64,D,Spring 2024,2025-01-21
GRD001717,STU000383,BA301,74.98,C,Fall 2023,2025-09-02
GRD001718,STU000383,BA101,72.86,C,Fall 2023,2025-01-19
GRD001719,STU000383,EN101,80.64,B,Fall 2024,2024-12-08
GRD001720,STU000383,CS301,63.47,D,Spring 2025,2025-05-08
GRD001721,STU000383,BA201,77.7,C,Fall 2024,2025-04-08
GRD001722,STU000384,EN201,66.11,D,Spring 2024,2025-06-19
GRD001723,STU000384,MA101,81.08,B,Spring 2025,2025-05-28
GRD001724,STU000384,BA101,79.23,C,Fall 2023,2025-02-03
GRD001725,STU000384,CS201,55.97,F,Spring 2025,2025-06-25
GRD001726,STU000385,BA301,86.29,B,Spring 2024,2025-04-12
GRD001727,STU000385,BA201,61.96,D,Fall 2024,2025-01-28
GRD001728,STU000385,CS301,82.12,B,Fall 2024,2025-09-29
GRD001729,STU000385,MA101,75.51,C,Fall 2024,2025-06-26
GRD001730,STU000385,CS101,97.57,A,Spring 2024,2025-09-19
GRD001731,STU000386,BA101,66.65,D,Fall 2024,2025-07-09
GRD001732,STU000386,EN101,64.76,D,Fall 2023,2025-07-23
GRD001733,STU000386,MA201,69.71,D,Fall 2024,2025-09-07
GRD001734,STU000386,CS401,65.45,D,Fall 2023,2025-08-05
GRD001735,STU000386,CS301,82.0,B,Spring 2024,2025-11-04
GRD001736,STU000387,EN201,45.76,F,Fall 2023,2025-03-13
GRD001737,STU000387,PH101,54.19,F,Fall 2023,2025-05-13
GRD001738,STU000387,CS401,53.98,F,Spring 2024,2025-06-27
GRD001739,STU000388,PH101,84.25,B,Fall 2023,2024-11-22
GRD001740,STU000388,EN101,95.66,A,Fall 2023,2025-04-05
GRD001741,STU000388,EN201,68.43,D,Spring 2025,2025-03-11
GRD001742,STU000388,CS301,67.47,D,Fall 2024,2025-10-05
GRD001743,STU000388,MA201,71.05,C,Spring 2024,2025-06-29
GRD001744,STU000388,MA101,87.43,B,Fall 2023,2025-05-21
GRD001745,STU000389,PH101,56.09,F,Fall 2024,2025-08-30
GRD001746,STU000389,CS401,73.58,C,Fall 2024,2025-06-30
GRD001747,STU000389,CS201,84.63,B,Spring 2025,2024-12-31
GRD001748,STU000390,PH101,77.52,C,Spring 2025,2025-09-28
GRD001749,STU000390,BA201,72.84,C,Fall 2024,2025-08-13
GRD001750,STU000390,CS101,85.02,B,Fall 2023,2024-12-29
